COD_SETOR,SITUAÇÃO_SETOR,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
261160605220010,1,0.0,0.5050505050505051,0.5050505050505051,0.0,0.0,0.0,22.72727272727273,17.67676767676768,1.01010101010101,15.65656565656566,0.5050505050505051,10.60606060606061,18.12688821752266,8.459214501510575,0.5405405405405405,0,2.525252525252525,4.545454545454546,2.416918429003021,1.661631419939577,7.07070707070707,74.24242424242425
261160605220011,1,0.0,2.786377708978328,48.29721362229103,0.0,0.0,0.0,29.41176470588236,13.31269349845201,3.715170278637771,20.43343653250774,1.238390092879257,15.1702786377709,15.26794742163802,12.03235591506572,0.3164556962025316,0,1.238390092879257,1.547987616099071,1.314459049544995,1.112234580384226,14.241486068111456,62.538699690402474
261160605220012,1,0.0,31.3953488372093,16.27906976744186,0.5813953488372093,1.162790697674419,0.0,13.95348837209302,20.93023255813954,0.0,11.04651162790698,0.0,8.720930232558139,22.99829642248723,4.940374787052811,0.5988023952095808,0,0.5813953488372093,2.325581395348837,0.8517887563884157,1.192504258943782,8.720930232558139,51.162790697674424
261160605220013,1,0.0,0.2754820936639119,0.2754820936639119,0.8264462809917356,0.0,0.2754820936639119,13.22314049586777,24.24242424242424,0.8264462809917356,22.58953168044077,0.8264462809917356,12.94765840220386,20.23622047244094,10.15748031496063,0.3134796238244514,0,6.336088154269973,7.43801652892562,0.3149606299212598,3.307086614173228,14.600550964187327,79.06336088154269
261160605220014,1,0.0,0.0,2.144772117962467,0.0,0.2680965147453083,0.5361930294906166,26.00536193029491,22.5201072386059,1.340482573726542,6.970509383378016,0.5361930294906166,4.289544235924933,24.00611620795107,3.363914373088685,0.2890173410404624,0,2.412868632707775,5.630026809651475,2.370030581039755,0.9938837920489296,13.672922252010725,79.89276139410187
261160605220015,1,0.964630225080386,5.466237942122187,0.964630225080386,0.0,0.0,0.0,13.82636655948553,28.29581993569132,0.3205128205128205,18.26923076923077,0.3205128205128205,8.974358974358974,18.22222222222222,8.266666666666666,0.3508771929824561,0,3.205128205128205,4.807692307692308,2.488888888888889,1.511111111111111,5.769230769230769,64.42307692307693
261160605220016,1,0.0,3.414634146341464,88.78048780487805,2.439024390243902,0.0,0.0,18.04878048780488,27.80487804878049,3.414634146341464,3.414634146341464,2.439024390243902,2.926829268292683,36.02225312934632,1.52990264255911,0.6211180124223603,100,1.951219512195122,14.63414634146341,5.146036161335187,0.5563282336578581,10.731707317073171,86.34146341463415
261160605220017,1,0.0,0.0,0.0,1.96078431372549,0.0,0.0,22.54901960784314,21.07843137254902,3.92156862745098,8.823529411764707,1.470588235294118,7.84313725490196,24.34402332361516,3.498542274052478,0.6622516556291391,0,4.411764705882353,15.68627450980392,3.644314868804665,1.749271137026239,15.196078431372548,83.82352941176471
261160605220018,1,2.243589743589744,0.641025641025641,4.166666666666666,0.3205128205128205,0.0,0.3205128205128205,26.6025641025641,18.58974358974359,1.282051282051282,16.34615384615385,1.282051282051282,8.974358974358974,21.93732193732194,8.92687559354226,0.3623188405797101,0,3.846153846153846,4.487179487179487,1.70940170940171,2.469135802469136,16.346153846153847,78.52564102564102
261160605220019,1,0.0,2.475247524752475,0.0,0.0,0.0,0.0,31.68316831683168,20.2970297029703,0.495049504950495,20.2970297029703,0.495049504950495,15.34653465346535,24.78005865102639,8.211143695014663,0.5586592178770949,0,5.940594059405941,8.91089108910891,3.372434017595308,2.639296187683284,22.772277227722775,71.28712871287128
