COD_SETOR,SITUAÇÃO_SETOR,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
261160605220020,1,0.0,2.460850111856823,16.77852348993289,0.6711409395973155,0.0,0.8948545861297539,19.46308724832215,19.68680089485458,0.2232142857142857,25.22321428571428,0.2232142857142857,13.16964285714286,19.44818304172275,11.44010767160161,0.2544529262086514,0,6.696428571428571,7.142857142857142,1.144010767160161,3.499327052489905,4.241071428571429,78.57142857142857
261160605220021,1,0.0,2.244389027431422,3.99002493765586,0.0,0.0,0.0,28.428927680798,18.70324189526185,0.4987531172069825,18.20448877805486,0.2493765586034913,9.975062344139651,19.52131637995512,8.676140613313388,0.273972602739726,0,4.738154613466334,3.740648379052369,2.169035153328347,2.692595362752431,6.234413965087282,76.05985037406484
261160605220022,1,0.0,1.047120418848168,0.0,0.0,0.0,0.0,20.94240837696335,18.32460732984293,0.0,26.70157068062827,0.0,16.75392670157068,14.74358974358974,12.66025641025641,0.546448087431694,0,0.5235602094240838,1.570680628272251,0.641025641025641,0.9615384615384616,7.853403141361256,64.3979057591623
261160605220023,1,0.0,0.0,52.70270270270269,0.2702702702702703,0.0,0.0,24.5945945945946,16.75675675675676,0.0,17.83783783783784,0.0,10.27027027027027,19.61115807269653,8.706677937447168,0.2873563218390805,0,3.513513513513514,3.513513513513514,0.253592561284869,1.521555367709214,4.864864864864865,80.0
261160605220024,1,0.0,4.929577464788732,37.79342723004695,1.173708920187793,5.164319248826291,0.0,24.4131455399061,18.30985915492958,1.643192488262911,15.02347417840376,1.173708920187793,7.276995305164319,23.1622746185853,6.38002773925104,0.267379679144385,0,5.164319248826291,7.276995305164319,3.398058252427184,2.011095700416089,8.215962441314554,84.50704225352112
261160605220025,1,0.0,0.0,40.45226130653266,0.0,0.0,0.0,16.58291457286432,15.07537688442211,0.0,22.61306532663317,0.0,12.31155778894472,16.13406079501169,10.75604053000779,0.2638522427440633,0,2.512562814070352,3.266331658291457,0.779423226812159,1.71473109898675,6.532663316582915,71.60804020100502
261160605220026,1,1.714285714285714,2.0,4.0,0.2857142857142857,0.0,0.0,19.42857142857143,18.28571428571428,0.2857142857142857,25.14285714285715,0.2857142857142857,12.0,16.10455311973019,13.06913996627319,0.2949852507374631,0,1.714285714285714,2.285714285714286,1.264755480607083,1.602023608768971,11.428571428571429,64.0
261160605220027,1,0.0,0.0,1.171875,0.0,0.0,0.0,30.078125,16.40625,0.3891050583657588,29.57198443579767,0.3891050583657588,18.28793774319066,14.66836734693878,16.45408163265306,0.3952569169960474,0,1.167315175097276,1.167315175097276,0.5102040816326531,0.6377551020408163,6.22568093385214,55.6420233463035
261160605220028,1,0.0,0.0,7.037037037037037,0.0,0.0,0.0,15.92592592592593,19.25925925925926,1.851851851851852,14.07407407407407,0.3703703703703704,8.518518518518519,21.63355408388521,5.960264900662252,0.3861003861003861,0,1.111111111111111,3.703703703703703,2.317880794701987,0.772626931567329,12.592592592592592,67.03703703703704
261160605220029,1,0.0,0.3496503496503496,2.097902097902098,0.0,0.0,0.0,22.02797202797203,17.48251748251748,0.0,28.67132867132867,0.0,13.28671328671329,13.18918918918919,13.40540540540541,0.3508771929824561,0,0.0,0.3496503496503496,0.5405405405405406,0.2162162162162162,3.8461538461538463,52.09790209790209
